best m,c is 1.360000,13.740000 with error 11.486051 in direction 0
best m,c is 1.360000,13.750000 with error 11.483579 in direction 0
best m,c is 1.360000,13.760000 with error 11.481115 in direction 0
best m,c is 1.360000,13.770000 with error 11.478658 in direction 0
best m,c is 1.360000,13.780000 with error 11.476211 in direction 0
best m,c is 1.360000,13.790000 with error 11.473771 in direction 0
best m,c is 1.360000,13.800000 with error 11.471339 in direction 0
best m,c is 1.360000,13.810000 with error 11.468916 in direction 0
best m,c is 1.360000,13.820000 with error 11.466501 in direction 0
best m,c is 1.360000,13.830000 with error 11.464094 in direction 0
best m,c is 1.360000,13.840000 with error 11.461695 in direction 0
best m,c is 1.360000,13.850000 with error 11.459305 in direction 0
best m,c is 1.360000,13.860000 with error 11.456923 in direction 0
best m,c is 1.360000,13.870000 with error 11.454549 in direction 0
best m,c is 1.360000,13.880000 with error 11.452183 in direction 0
best m,c is 1.360000,13.890000 with error 11.449825 in direction 0
best m,c is 1.360000,13.900000 with error 11.447476 in direction 0
best m,c is 1.360000,13.910000 with error 11.445135 in direction 0
best m,c is 1.360000,13.920000 with error 11.442802 in direction 0
best m,c is 1.360000,13.930000 with error 11.440478 in direction 0
best m,c is 1.360000,13.940000 with error 11.438162 in direction 0
best m,c is 1.360000,13.950000 with error 11.435854 in direction 0
best m,c is 1.360000,13.960000 with error 11.433554 in direction 0
best m,c is 1.360000,13.970000 with error 11.431263 in direction 0
best m,c is 1.360000,13.980000 with error 11.428980 in direction 0
best m,c is 1.360000,13.990000 with error 11.426705 in direction 0
best m,c is 1.360000,14.000000 with error 11.424439 in direction 0
best m,c is 1.360000,14.010000 with error 11.422180 in direction 0
best m,c is 1.360000,14.020000 with error 11.419931 in direction 0
best m,c is 1.360000,14.030000 with error 11.417689 in direction 0
best m,c is 1.360000,14.040000 with error 11.415456 in direction 0
best m,c is 1.360000,14.050000 with error 11.413231 in direction 0
best m,c is 1.360000,14.060000 with error 11.411014 in direction 0
best m,c is 1.360000,14.070000 with error 11.408806 in direction 0
best m,c is 1.360000,14.080000 with error 11.406606 in direction 0
best m,c is 1.360000,14.090000 with error 11.404415 in direction 0
best m,c is 1.360000,14.100000 with error 11.402231 in direction 0
